tconst	averageRating	numVotes
tt12261772	6.8	13
tt12263440	5.1	87
tt12264546	9.4	5
tt12264660	7.7	46
tt12265044	8.4	9
tt12265346	6.4	13
tt12268362	5.7	29
tt12268760	2.9	41
tt12269026	7.0	7
tt12269174	6.1	25
tt12271694	8.0	10
tt12272978	4.1	54
tt12275096	7.3	15
tt12275196	7.1	15
tt12280548	3.9	15
tt12280566	6.5	321
tt12282354	8.1	19
tt12282600	6.3	42
tt12282962	8.3	22
tt12283008	8.2	22
tt12283040	8.5	22
tt12283080	8.7	22
tt12283106	8.7	22
tt12283140	8.8	22
tt12285116	5.8	579
tt12286422	4.1	76
tt12286896	6.8	429
tt12293864	4.0	7
tt12294976	7.0	9
tt12299728	6.0	17
tt12302540	5.2	427
tt12303322	6.5	46
tt12304814	5.7	76
tt12306926	5.7	91
tt12307950	7.3	6
tt12310766	9.5	8
tt12312466	2.8	26
tt12312912	6.8	26
tt12313444	6.8	5
tt12313622	5.0	77
tt12317310	7.8	5
tt12319512	6.0	7
tt12319706	2.7	153
tt12320574	6.8	11
tt12320684	8.8	86
tt12321124	8.1	7
tt12323842	6.1	133
tt12325320	9.6	7
tt12325668	4.6	180
tt12326110	8.6	59
tt12327140	5.4	599
tt12329148	7.4	7
tt12330184	6.2	66
tt12331600	6.3	55
tt12334306	4.5	17
tt12335574	7.1	21
tt1233600	5.7	81
tt12338648	7.0	75
tt12344196	5.0	26
tt12344288	7.4	5
tt12344410	5.8	885
tt12345944	4.8	6
tt12350146	3.8	6
tt12350518	6.0	154
tt1235187	6.4	3565
tt1235192	5.4	8
tt12354874	5.8	188
tt12354878	7.2	57
tt12354886	6.2	409
tt12354914	5.6	24
tt12354974	6.8	112
tt12356438	8.5	6
tt12356852	6.1	7
tt12356886	8.7	6
tt12357296	6.2	105
tt12358316	5.6	14
tt12359272	7.4	699
tt12362668	4.7	34
tt12363162	6.6	546
tt12363484	8.8	17
tt12369020	8.5	6
tt12369160	5.0	62
tt12369212	6.4	14
tt12373414	5.8	105
tt12374774	3.2	173
tt12375526	7.0	22
tt12387580	4.1	34
tt12390372	8.8	10
tt12390580	6.7	17
tt12393378	5.9	33
tt12393472	6.7	34
tt12393526	6.6	10164
tt12395462	6.2	786
tt12395780	7.6	76
tt12396242	6.8	41
tt12396992	7.2	611
tt12397078	7.3	1685
tt12397304	4.6	38
tt12398350	5.7	70
tt12399214	5.5	32
tt12401140	3.6	34
tt12402840	3.4	5
tt12403412	4.4	49
tt12404190	3.5	33
tt12404852	6.2	30
tt12406160	5.7	65
tt12406674	7.4	12
tt12408992	3.1	15
tt12409256	4.3	47
tt12410016	1.8	5
tt12410066	4.2	6
tt12411372	8.7	7
tt12416318	5.2	53
tt12417762	5.4	45
tt12418270	4.1	14
tt12421878	7.9	72
tt12422142	7.9	45
tt12423052	5.1	828
tt12427724	6.0	705
tt12431770	7.9	10
tt12434506	7.0	8
tt12436252	4.7	46
tt12438408	5.6	84
tt12438824	7.5	6
tt12439230	5.6	20
tt12439248	8.0	6
tt12439268	6.9	25
tt12439508	6.8	217
tt12440140	7.1	120
tt12440750	6.6	26
tt12441410	6.8	107
tt12443726	5.7	87
tt12443756	6.8	71
tt12443930	7.0	1186
tt12443946	6.5	649
tt12443980	4.2	49
tt12444424	6.9	472
tt12444426	5.9	365
tt12444430	6.3	94
tt12444440	7.3	282
tt12444454	8.0	15
tt12444572	6.6	1347
tt12444576	7.2	89
tt12444636	5.3	30
tt12444642	6.6	29
tt12446902	5.2	80
tt12451792	4.9	354
tt12452016	7.3	72
tt12452636	7.6	7
tt12452752	6.6	69
tt12455502	4.5	14
tt12459348	4.0	6
tt12459378	5.4	5
tt12459520	5.8	710
tt12464902	6.8	8
tt12465396	4.1	11
tt12472130	6.5	37
tt12472252	1.9	8
tt12474056	6.4	3655
tt12474292	9.2	9
tt12474932	5.5	11
tt12476620	8.1	185
tt12476644	7.5	39
tt12481806	5.2	369
tt12483492	7.0	5
tt12484436	8.4	11
tt12485740	8.3	54
tt12487320	4.1	125
tt12490110	8.2	8
tt12490392	5.6	83
tt12490634	4.5	71
tt12492264	5.3	87
tt12492644	5.7	16
tt12497152	4.0	9
tt12497408	6.6	371
tt12498060	6.5	29
tt12498582	7.1	388
tt12498722	3.3	7
tt12498852	5.8	8
tt12501714	7.0	36
tt12502212	7.7	6
tt12502244	6.6	18
tt12504020	4.9	10
tt12505468	7.0	1384
tt12506166	3.7	7
tt12511052	5.6	5
tt12516292	6.2	985
tt12516768	8.2	22
tt12517576	7.6	14
tt12525158	5.3	6
tt12525588	3.8	73
tt12527188	7.0	144
tt12529748	6.4	96
tt12530960	7.1	197
tt12531376	6.3	12
tt12531984	5.9	8
tt12537570	2.0	180
tt12539136	6.8	245
tt12539758	5.8	71
tt12542008	7.4	30
tt12543718	5.1	29
tt12545578	5.5	10
tt12546872	7.1	32
tt12549460	6.5	47
tt12549474	6.4	23
tt12549904	8.3	6
tt12549968	2.9	137
tt12551260	6.7	17
tt12551416	6.9	45
tt12552352	7.6	20
tt12552912	5.8	270
tt12553430	7.4	17
tt12554566	6.7	69
tt12557220	5.8	5
tt12557760	4.4	9
tt1255919	3.8	32976
tt12564514	6.6	1081
tt12567090	5.4	110
tt12567408	7.2	25
tt12570276	5.6	178
tt12572108	7.8	5
tt12573294	7.1	1170
tt12574632	6.2	211
tt12574718	5.8	62
tt12578536	5.7	17
tt12578728	6.1	34
tt12579868	3.5	79
tt12579926	5.9	7
tt12581186	6.4	14
tt12581222	8.6	16
tt12585124	5.1	124
tt12585254	5.7	562
tt12585706	7.2	10
tt12586452	7.8	8
tt12587400	6.7	9
tt12587536	5.6	26
tt12587636	6.1	8
tt12588030	5.6	21
tt12588080	8.2	11
tt12592252	4.7	6940
tt12592824	6.8	70
tt12593190	8.8	13
tt12593208	6.7	21
tt12600074	4.5	11
tt12600214	8.9	64
tt12604340	6.2	5
tt12609790	4.4	8
tt12611424	6.0	6
tt12613748	5.4	228
tt12617878	9.4	27
tt12617956	7.6	8
tt12618252	6.2	84
tt12619022	5.2	5
tt12619046	6.0	6
tt12619256	7.2	363
tt12621872	7.0	14
tt12623102	6.9	24
tt12624584	4.3	202
tt12624588	9.3	15
tt12624668	4.7	81
tt12625002	3.6	145
tt12625310	4.4	5
tt12627728	9.2	88
tt1262914	3.8	52
tt12633744	4.9	112
tt12634880	8.6	17
tt12642180	8.0	1275
tt12642252	7.6	87
tt12644232	6.3	39
tt12647404	5.9	28
tt12649538	4.7	31
tt12651550	6.6	10
tt12651768	6.7	35
tt12652350	6.5	54
tt12654394	7.0	7
tt12654408	7.9	20
tt12654414	6.0	38
tt12656656	6.0	36
tt12656742	5.4	20
tt12659790	6.8	11
tt1266036	5.5	2746
tt12660372	7.2	44
tt12660938	2.3	39
tt12661314	5.4	15
tt12668892	5.9	73
tt12669498	5.2	67
tt12670516	8.4	41
tt12673240	5.7	15
tt12673488	5.9	243
tt12675632	2.3	9
tt12676326	6.7	29071
tt12676972	4.6	233
tt12677010	4.9	13
tt12677092	7.8	4759
tt12677666	5.7	7
tt12680508	5.9	1233
tt12683086	8.0	15
tt12683198	6.6	221
tt12685978	8.3	7
tt12689212	9.0	5
tt12690818	8.8	9
tt12694930	7.7	6
tt12695058	6.7	28
tt12697758	8.0	21
tt12699782	8.2	11
tt12700888	7.2	5
tt12701964	6.6	14
tt12711968	4.5	221
tt12712346	8.7	13
tt12712408	5.2	57
tt12713214	5.8	13
tt12715158	6.3	100
tt12716170	5.0	70
tt12717328	7.1	10
tt12717390	8.6	17
tt12717504	9.8	5
tt12718318	4.8	90
tt12718416	7.8	10
tt12718510	2.4	19
tt12719676	6.7	49
tt12721188	5.7	922
tt12724920	8.5	95
tt12725760	7.4	9
tt12728272	7.4	5
tt12728584	5.5	106
tt1273219	3.9	269
tt12733602	5.0	29
tt12734394	4.7	52
tt12735306	7.1	201
tt12735338	8.1	11
tt12736740	8.1	142
tt12737834	5.5	113
tt12740326	6.1	212
tt12741024	8.4	30
tt12743636	6.7	385
tt12746544	4.8	11
tt12747236	5.9	149
tt12747444	3.5	81
tt12747516	2.2	15
tt12748296	6.7	11
tt12748350	6.0	39
tt12749928	6.6	7
tt12750474	6.5	50
tt12750922	4.1	55
tt12751726	4.2	37
tt12752894	4.1	17
tt12753094	3.6	29
tt12753578	8.8	10
tt12756656	4.6	110
tt12757894	7.8	15
tt12758600	7.7	1662
tt12759298	8.9	15
tt12760616	3.9	7
tt12762096	8.9	18
tt12762790	5.9	27
tt12764486	5.3	145
tt12765384	9.2	6
tt12765462	5.6	104
tt12765534	5.9	16
tt12766862	6.8	231
tt12766978	7.1	9
tt12767498	5.6	252
tt12767996	7.2	687
tt12768840	5.4	344
tt12768944	6.3	57
tt12769990	5.1	14
tt12771386	3.2	13
tt12773560	7.1	8
tt12773752	7.0	45
tt12774954	7.8	83
tt12775936	7.5	14
tt12776394	8.7	7
tt12779208	6.6	415
tt12780384	2.5	399
tt12782188	5.8	25
tt12784260	6.9	41
tt12784484	5.5	140
tt12785060	5.1	410
tt12788198	4.2	33
tt12788368	6.7	106
tt12788426	6.6	198
tt12788472	6.8	8
tt12788490	9.6	10
tt12788656	8.9	8
tt12788962	6.1	61
tt12789110	6.1	507
tt12789540	6.0	172
tt12791888	7.9	38
tt12792400	5.9	115
tt12792532	6.1	75
tt12792588	6.0	139
tt12792598	5.7	434
tt12792608	5.8	127
tt12794086	6.1	17
tt12794392	7.3	113
tt12798414	6.3	56
tt12798962	8.3	11
tt12800042	6.4	5
tt12800946	6.0	89
tt12801538	7.0	40
tt12801798	6.0	164
tt12801814	5.4	1683
tt12802846	8.5	6
tt12805526	4.4	9
tt12805676	5.9	272
tt12806074	4.8	78
tt12806982	9.2	11
tt12811040	2.6	11
tt12811470	6.7	86
tt12813706	8.2	5
tt12820822	4.3	21
tt12820938	5.2	24
tt12824160	9.0	6
tt12826450	6.4	37
tt12826550	6.8	28
tt12826940	8.0	19
tt12827352	6.0	7
tt12827662	6.4	49
tt12828136	5.3	17
tt12829576	5.6	36
tt12829798	2.6	31
tt12831260	8.3	13
tt12831788	7.9	16
tt12832150	4.1	54
tt12835240	6.0	34
tt12835910	8.7	34
tt12837402	4.2	19
tt12839816	4.6	133
tt12840926	6.9	237
tt12841040	7.1	51
tt12841844	7.3	15
tt12844726	5.8	73
tt1284535	9.0	6
tt12850062	7.4	100
tt12851564	6.2	39
tt12851872	4.5	14
tt1285301	7.4	69
tt12856188	2.5	19
tt12856626	8.3	6
tt12857614	6.5	178
tt12860974	5.6	7
tt12861974	4.2	225
tt12862990	6.7	66
tt12867504	3.1	157
tt12868002	7.3	18
tt12868184	6.5	31
tt12868294	8.6	21
tt12868336	5.6	7
tt12870980	8.3	20
tt12871602	7.7	9
tt12872150	7.5	39
tt12872946	4.7	125
tt12877032	6.7	123
tt12877334	6.4	5
tt12879624	8.1	438
tt12879746	6.1	111
tt12880790	8.6	7
tt12881834	7.0	31
tt12883470	4.2	70
tt12885984	5.0	20
tt12886356	9.0	26
tt12888166	6.3	48
tt12888470	3.4	21
tt12892860	8.9	8
tt1289403	7.4	38842
tt12894330	5.3	12
tt12894836	7.2	20
tt12899344	5.5	6
tt12899618	4.7	9
tt12899846	4.8	21
tt12899858	7.2	1083
tt12902248	4.8	9
tt12910486	6.9	10
tt12913444	7.0	44
tt1291566	6.9	9923
tt12915724	8.0	21
tt12915842	8.7	15
tt12916126	6.7	7
tt12916150	7.2	46
tt12921022	6.7	172
tt12921552	6.4	28
tt12923028	8.0	12
tt12925262	7.6	5
tt1292566	6.1	82525
tt12929200	8.0	6
tt12932534	5.3	42
tt12934986	8.9	8
tt12936856	7.9	15
tt12937528	5.5	10
tt12942206	8.2	5
tt12943084	4.7	16
tt12944128	7.1	7
tt12945368	6.0	22
tt12945636	6.6	18
tt12949078	7.2	32
tt12951932	7.3	260
tt12952208	6.6	8
tt12952852	5.9	32
tt12953542	5.3	270
tt12957262	7.2	5
tt12960052	4.2	11
tt12960116	8.2	162
tt12961718	8.4	75
tt12961792	6.4	5
tt12961802	6.9	31
tt12965070	6.2	56
tt12965222	2.7	30
tt12969078	8.2	1763
tt12969134	4.7	24
tt12969650	2.8	73
tt12969958	2.4	285
tt12972544	3.6	10
tt12974232	7.9	10
tt12975196	5.7	9
tt12976450	5.4	38
tt12978036	7.2	20
tt12978694	6.1	29
tt12980310	5.3	19
tt12981810	1.1	202
tt12986254	6.6	471
tt1298644	5.4	50318
tt12986942	7.6	1291
tt12987126	4.6	18
tt12987696	4.6	8
tt12988104	6.1	393
tt12991814	8.2	297
tt12992754	6.1	33
tt12993094	4.7	36
tt12993100	6.4	5
tt12993206	4.9	234
tt12994288	7.7	228
tt12996842	6.0	8
tt12997884	7.0	43
tt12997998	4.8	122
tt13004058	8.0	7
tt13004612	2.0	122
tt13005352	4.6	11
tt13005662	7.6	15
tt13010786	3.5	102
tt13011878	6.3	15
tt13014050	7.5	8
tt13017168	7.9	13
tt13020856	2.3	31
tt13023550	6.4	8
tt13026748	8.6	20
tt13027206	7.1	31
tt13028074	6.1	15
tt13029316	8.4	14
tt13029450	5.3	90
tt13029548	7.8	12
tt13029572	3.4	27
tt13031590	4.4	8
tt13032716	5.4	754
tt13032800	4.4	7
tt13033542	8.5	124
tt13033818	5.7	59
tt13034500	6.0	7
tt1303871	4.8	44
tt13039068	3.6	19
tt13039130	5.7	19
tt13039188	6.5	10
tt13040906	3.7	11
tt13045506	6.8	17
tt13045890	6.7	9789
tt13046514	7.0	59
tt13048312	6.7	12
tt13050400	4.5	275
tt13050758	6.7	9
tt13051800	4.9	248
tt13052070	5.0	12
tt13053756	8.8	24
tt13054644	6.9	88
tt13055304	4.4	7
tt13055780	5.8	6812
tt13056822	8.0	23
tt13058330	5.9	21
tt13059804	9.4	83
tt13060796	5.9	151
tt13061914	5.2	8312
tt13061978	6.2	5
tt13063654	3.7	28
tt13065426	6.4	5
tt13065704	7.0	6
tt13066948	8.3	16
tt13068388	6.7	32
tt13070178	6.3	66
tt13075418	3.1	88
tt13079440	7.4	7
tt13081086	6.9	41
tt13081264	6.5	194
tt13081440	6.6	63
tt13082008	6.0	89
tt13083220	6.8	22
tt13087796	7.0	106
tt13087958	6.9	1485
tt13090630	4.2	83
tt13091238	6.8	16
tt13092460	6.5	21
tt1309379	5.2	851
tt13096334	7.1	556
tt13097434	8.5	4381
tt13097910	6.5	52
tt13098938	6.4	15
tt13105340	5.2	187
tt13105824	7.3	1024
tt13108292	7.3	23
tt13116922	2.0	201
tt13118012	5.8	1062
tt1312235	6.8	20
tt13124586	6.6	202
tt13129114	6.2	60
tt13130198	6.0	593
tt13131158	7.1	23
tt13131816	5.8	6
tt13137694	6.1	123
tt13137844	4.8	13
tt13139218	6.9	17
tt13140122	6.5	12
tt13141604	2.6	32
tt13143740	5.8	19
tt13143964	6.7	124665
tt13143988	7.4	3757
tt13144076	5.2	333
tt13145178	7.3	6
tt13146220	4.0	31
tt13147184	6.8	8
tt13148804	4.9	44
tt13148808	6.2	108
tt13149106	6.3	39
tt13150182	8.0	7
tt13150254	7.8	152
tt13153712	2.1	44
tt13153856	5.3	6
tt13153924	6.5	37
tt13153956	5.4	57
tt13154372	6.1	25
tt13154580	6.9	9
tt13155030	5.3	108
tt13155900	8.6	17
tt13157448	6.5	12
tt13157722	6.1	64
tt13161116	8.6	15
tt13161792	4.0	8
tt13162334	6.3	936
tt13162484	5.0	180
tt13162576	6.6	8
tt13167556	2.8	323
tt13172796	6.7	1405
tt13175334	7.0	57
tt13180792	3.3	24
tt13181596	6.9	23
tt13186122	4.1	24
tt13186724	9.0	14
tt13188058	6.4	34
tt13188590	7.2	168
tt13190432	8.5	68
tt13190948	6.2	24
tt13192930	8.0	20
tt13194566	7.1	52
tt13195008	4.9	10
tt1319706	7.6	8
tt13199096	7.7	6
tt13200364	8.2	88
tt13202854	6.1	8
tt13204490	7.0	247
tt13204766	5.6	17
tt13210170	7.0	76
tt13210228	8.4	22
tt13210990	8.4	34
tt13210996	6.6	354
tt13211260	5.8	25
tt13212046	7.5	74
tt13212270	7.0	95
tt13213122	8.3	25
tt1321510	7.7	15477
tt13216536	6.7	63
tt13217182	7.7	10
tt13217556	7.2	66
tt13217694	8.6	88
tt13218562	4.2	128
tt13222420	8.1	9
tt13224766	2.3	9
tt13225402	7.6	16
tt13228984	5.8	20
tt13229850	8.1	38
tt13229910	3.5	69
tt13231118	6.7	11
tt13232730	1.0	16
tt13236108	4.4	21
tt13236142	5.9	74
tt13236180	5.4	109
tt13236202	4.9	19
tt13236334	6.4	57
tt13236566	5.8	9486
tt13236726	8.0	47
tt13238110	7.3	39
tt13238192	8.0	24
tt13239076	4.4	12
tt13241678	5.6	10
tt13242960	7.9	3175
tt13243250	2.8	33
tt13245934	7.4	331
tt13248198	5.7	506
tt13249412	7.2	505
tt13250016	3.5	36
tt13250314	5.1	138
tt13256122	4.8	6
tt13259794	2.9	11
tt13259906	7.4	18
tt13259974	4.8	6
tt13262868	8.5	8
tt13265312	7.5	44
tt13266136	6.0	14
tt13266270	5.4	19
tt13268956	3.3	6
tt13269124	4.7	386
tt13269230	7.3	22
tt13271968	5.2	14
tt13271970	8.9	210
tt13272544	4.3	9
tt13273172	7.5	397
tt13273728	5.6	239
tt13275406	6.6	17
tt13275946	4.7	16
tt13276012	6.5	57
tt13276230	7.3	25
tt13276248	6.5	11
tt13276326	6.6	54
tt13279182	2.5	32
tt13279528	5.8	1484
tt13281680	4.5	139
tt13282096	7.5	22
tt13285446	5.1	115
tt13285844	8.0	10
tt13288972	5.3	11
tt13289054	7.0	6
tt13290168	5.6	252
tt13291948	4.1	7
tt13292206	2.7	208
tt13292800	2.1	44
tt13293184	9.3	66
tt13294010	6.6	25
tt13294068	7.8	5
tt13297136	6.5	431
tt13298952	7.6	27
tt13298992	6.5	1816
tt13299568	6.5	11
tt13299678	7.8	261
tt13299798	8.8	16
tt13299890	8.3	5480
tt13299972	6.6	34
tt1330018	6.0	3989
tt13303020	7.7	6
tt13303456	5.5	256
tt13303648	6.7	6
tt13304532	5.5	8
tt13310986	5.2	49
tt13311126	5.1	106
tt13314518	5.2	24
tt13315340	5.8	417
tt13315374	2.2	158
tt13316820	5.8	88
tt13317230	6.5	94
tt13317694	6.2	3966
tt13318052	5.8	4272
tt13318576	6.9	353
tt13320234	8.5	13
tt13320636	8.6	7
tt13320792	7.2	14
tt13322018	7.3	35
tt13322146	4.9	62
tt13322942	9.0	13
tt13322956	7.3	28
tt13323008	4.7	35
tt13323070	6.6	8
tt13326460	5.0	7
tt13326736	7.6	207
tt13327258	7.9	226
tt13328290	2.2	26
tt13328460	6.0	17
tt13328840	4.7	111
tt13329082	5.6	50
tt13329274	8.0	6
tt13329384	5.9	34
tt13332890	6.8	70
tt13333616	6.2	17
tt13334052	8.7	19
tt13334054	5.9	14
tt13334114	6.2	35
tt13334932	6.4	238
tt13335618	6.8	444
tt13340636	9.0	11
tt13342406	7.0	922
tt13342872	7.3	13
tt13344348	6.2	5
tt13344602	7.4	8
tt13345636	5.7	765
tt13346298	8.4	13
tt13346994	7.2	41
tt13347818	5.9	238
tt13350988	6.8	34
tt13352420	5.8	153
tt13353486	6.3	765
tt13354204	6.7	3620
tt13357602	4.6	38
tt13358240	9.6	23
tt13360828	8.3	27
tt13361756	3.3	78
tt13361920	6.9	246
tt13362884	7.9	11
tt13364790	7.1	1086
tt13368114	7.0	22
tt13368304	7.2	9
tt13369990	8.4	46
tt13370858	5.8	23
tt13371582	5.5	8
tt13373352	4.3	23
tt13374486	8.9	8
tt13375442	4.7	58
tt13375600	5.8	118
tt13375624	5.5	46
tt13375918	9.0	12
tt13376084	9.0	5
tt13376140	8.3	15
tt13377804	7.2	22
tt13379148	6.5	22
tt13380288	6.0	476
tt13380864	7.7	9
tt13381304	8.8	20
tt13381914	9.4	5
tt13385234	9.1	48
tt13385886	4.5	45
tt13386836	5.0	32
tt13388018	5.7	136
tt13391734	8.4	61
tt13392684	7.6	16
tt13392930	5.9	15
tt13393728	7.2	1033
tt13393776	5.5	40
tt13396982	6.8	41
tt13397632	7.9	81
tt13397650	4.0	23
tt13399486	4.6	27
tt13399802	8.4	25
tt13400512	7.5	38
tt13403572	5.8	20
tt13403584	9.4	10
tt13405570	6.1	11
tt13406086	6.7	37
tt13409094	7.0	482
tt13409790	5.8	13
tt13409808	7.3	25
tt13410380	4.0	63
tt13410630	8.8	28
tt13410842	8.5	92
tt13411298	6.9	309
tt13423318	6.4	105
tt13423846	1.0	7975
tt13424390	2.9	24
tt13428402	8.1	1883
tt13428892	5.6	421
tt13428908	3.3	6
tt13430466	6.5	27
tt13432244	7.7	6
tt13434010	6.0	120
tt13434448	7.3	7
tt13434692	1.8	47
tt13437988	6.9	18
tt13438486	8.5	11
tt13438694	8.8	16
tt13439250	6.4	40
tt13439270	6.1	10
tt13439738	3.9	7
tt13442198	6.5	10
tt13443812	7.9	7
tt13444292	5.6	13
tt13444424	4.0	5
tt13444966	5.1	10
tt13445416	8.1	10
tt13446126	5.2	798
tt13446424	4.8	1044
tt13449290	6.5	11
tt13449672	6.6	391
tt13450510	5.7	20
tt13452328	7.0	10
tt13452734	8.2	5
tt13456266	7.0	394
tt13456618	7.4	38
tt13456796	8.1	13
tt13458708	9.6	5
tt13459450	8.2	6
tt13464336	5.6	40
tt13465006	5.1	11
tt13465228	7.5	49
tt13465976	7.0	9
tt13466038	4.8	24
tt13471642	5.8	21
tt13476378	5.6	91
tt13484040	5.6	10
tt13484446	5.9	138
tt13485172	7.4	1593
tt13486194	8.6	5
tt13486236	1.5	771
tt13491620	7.0	2069
tt13491678	8.8	23
tt13491872	5.5	38
tt13491982	5.1	25
tt13492264	7.4	14
tt13494136	7.3	16
tt13495342	5.1	86
tt13495786	6.7	21
tt13496358	9.2	10
tt13502066	8.3	6
tt13502894	6.4	85
tt13502978	5.4	7
tt13507408	5.6	23
tt13509528	6.5	23
tt13510088	5.9	8
tt13510888	7.1	9
tt13513080	6.2	25
tt13513548	5.8	25
tt13515532	5.4	17
tt13516650	6.3	93
tt13520902	9.4	5
tt13524066	6.3	105
tt13524286	7.3	6
tt1352771	5.7	62
tt13528580	7.2	122
tt13528912	6.0	14
tt13529418	5.3	127
tt13529482	3.6	12
tt13529508	9.3	27
tt13534804	7.0	6
tt13534806	7.2	47
tt13534958	7.5	261
tt13535454	6.9	468
tt13535456	7.0	480
tt13539152	5.7	16
tt13539444	5.8	22
tt13539830	7.0	21
tt13550038	4.9	16
tt13550352	3.9	7
tt13551314	8.6	21
tt13555528	5.7	34
tt13555930	7.6	21
tt13556254	6.1	50
tt1355644	7.0	361565
tt13557918	6.9	36
tt13559026	7.3	89
tt13560124	4.4	14
tt13568866	6.2	25
tt13569626	5.0	109
tt13570052	7.0	11
tt13571090	5.0	42
tt13571948	3.4	24
tt13572612	7.4	10
tt13574232	5.9	100
tt13575440	9.3	13
tt13575922	6.5	463
tt13576406	5.8	5
tt13582754	5.2	6
tt13584878	9.4	9
tt13586346	5.4	15
tt13586568	5.3	39
tt13591148	6.2	141
tt13598976	6.7	1708
tt13599786	5.6	12
tt13606328	4.7	7
tt13607976	5.8	19
tt13609560	5.1	59
tt13611532	4.1	14
tt13611604	7.6	144
tt13611662	5.0	40
tt13612172	7.9	12
tt1361336	5.3	24588
tt13617442	5.2	9
tt13617580	8.0	19
tt13617604	4.0	194
tt13618016	6.4	7
tt13618240	7.1	68
tt13621724	5.6	7
tt13621726	5.2	6
tt13622118	6.7	200
tt13623200	7.2	6
tt13624962	7.0	41
tt13630518	6.7	11
tt13633416	8.4	60
tt13635064	6.1	27
tt13637436	8.0	78
tt13639846	7.3	15
tt13642590	8.3	13
tt13648184	6.1	131
tt13648212	7.7	233
tt13648220	7.2	80
tt13648224	6.4	81
tt13648228	5.9	199
tt13648232	5.5	87
tt13651868	6.4	21
tt13652420	5.9	407
tt13654782	8.4	14
tt13654944	8.2	5
tt13655044	5.6	80
tt13657102	7.7	99
tt13660118	7.1	32
tt13663146	7.4	230
tt13665806	1.4	22
tt13666772	6.8	486
tt13667212	4.3	251
tt13667624	1.7	23
tt13667778	7.4	27
tt13671442	6.5	6
tt13676878	3.9	15
tt13678478	8.9	14
tt13680700	6.4	8
tt13682306	1.3	9
tt13683056	7.3	7
tt13683098	2.3	45
tt13683364	8.2	10
tt13683566	7.0	28
tt13683868	5.3	7
tt13684154	7.0	6
tt13685074	5.5	24
tt13685358	6.3	19
tt13695988	6.8	36
tt13696316	8.9	12
tt13696376	6.0	10
tt13698116	5.9	9
tt13698742	6.8	25
tt13699300	4.6	55
tt13701696	9.3	80
tt13701998	8.4	13
tt13702138	5.5	6
tt13705098	5.2	19
tt13705634	7.4	13
tt13705702	7.0	5
tt13708182	7.3	47
tt13710226	7.4	49
tt13710918	6.2	21
tt13712166	5.8	5
tt13712170	7.8	25
tt13713640	7.8	5
tt13714154	3.5	13
tt13720992	4.0	6
tt13722764	7.5	1114
tt13722796	6.1	14
tt13723064	5.8	4821
tt13723200	9.0	223
tt13723564	7.2	30
tt13723712	7.4	7
tt13726852	7.8	12
tt13728764	6.3	381
tt13729622	2.8	5
tt13730558	3.5	53
tt13733824	6.2	9
tt13736774	7.2	6
tt13740912	7.6	29
tt13742892	5.7	22
tt13751982	4.4	25
tt13758760	7.4	679
tt13760814	5.5	18
tt13761172	5.6	27
tt13764318	6.9	53
tt13765104	5.2	5
tt13766246	8.3	54
tt13767604	5.0	5
tt13767804	6.2	33
tt13772442	5.8	31
tt13773882	4.6	1389
tt13779166	7.2	75
tt13781030	7.1	92
tt13781794	8.1	29
tt13789042	7.0	37
tt13792534	6.6	14
tt13793134	7.2	5
tt13795352	4.0	5
tt1380151	4.8	529
tt13801722	4.1	17
tt13802742	6.6	14
tt13803068	3.4	5
tt13804322	8.6	7
tt13804976	5.6	10
tt13805684	3.8	20
tt13811736	5.5	123
tt13814142	2.6	14
tt13814292	5.7	27
tt13815058	6.6	8
tt13819416	8.3	12
tt13820270	7.4	63
tt13820662	7.7	122
tt13821562	7.6	128
tt13830296	4.8	53
tt13830532	7.2	5
tt13830964	4.8	10
tt13831584	8.2	10
tt13832426	9.4	64
tt13833798	7.7	6
tt13834196	7.2	13
tt13835492	5.7	47
tt13836494	5.3	39
tt13838490	3.9	12
tt13839380	6.9	27
tt13839612	9.4	108
tt13841394	7.1	507
tt13841504	4.9	247
tt13841708	7.9	19
tt13841826	6.3	219
tt13843858	6.8	329
tt13845002	7.8	15
tt13846414	7.4	44
tt13846542	5.0	2392
tt13847946	7.7	155
tt13848128	6.9	35
tt13848204	6.2	6
tt13854326	8.3	25
tt13857480	7.6	5
tt13859274	5.7	109
tt13860270	7.9	13
tt13863260	4.8	13
tt13863720	7.7	6
tt13866142	6.5	385
tt13866528	6.1	8
tt13871402	5.2	17
tt13871408	3.2	5
tt13872708	4.7	63
tt13872780	6.8	20
tt13873530	3.6	69
tt13878800	5.0	627
tt13879246	6.0	7
tt13879834	7.3	6
tt13884166	7.1	96
tt13885900	6.4	17
tt13886682	5.8	20
tt13886770	6.6	33
tt13886890	7.7	41
tt13887128	7.3	88
tt1389072	5.7	101330
tt13890834	5.7	7
tt1389139	5.2	6327
tt13891980	7.1	67
tt13892494	6.0	5
tt13893464	6.8	98
tt13897490	5.1	59
tt13911494	8.3	7
tt13912646	5.9	44
tt13914260	1.3	134
tt13914630	7.6	5
tt13915640	5.7	6
tt13918118	6.7	7
tt13919412	5.3	11
tt13920746	6.5	11
tt13921372	7.5	27
tt13921692	3.2	5
tt13924976	3.7	15
tt13925470	6.3	9
tt13925862	6.9	540
tt13932538	6.2	20
tt13933904	6.7	12
tt13933974	7.1	27
tt13935662	6.9	28
tt13937648	5.4	55
