tconst	averageRating	numVotes
tt5952306	6.8	674
tt5952372	7.5	51
tt5952522	6.8	52
tt5952594	6.9	10778
tt5953278	4.8	61
tt5953674	5.5	620
tt5954284	6.3	676
tt5954338	5.6	103
tt5954458	9.1	8
tt5954556	5.4	806
tt5954808	7.6	10
tt5954852	6.2	23
tt5954892	5.8	436
tt5955112	5.0	40
tt5955162	6.8	110
tt5956006	6.5	906
tt5956234	5.9	73
tt5956290	5.9	21
tt5956812	6.0	60
tt5957120	6.5	103
tt5957544	6.2	162
tt5957630	5.6	23
tt5957750	7.0	6
tt5958390	5.6	5
tt5958740	6.0	7
tt5959460	8.0	10
tt5959698	6.0	186
tt5959970	5.4	17
tt5960020	6.3	52
tt5960066	7.6	45
tt5960374	5.8	16800
tt5960464	7.1	1421
tt5961314	6.3	439
tt5961906	4.5	376
tt5961976	5.1	41
tt5962210	6.6	37857
tt5962986	6.0	42
tt5963218	9.0	6681
tt5963390	6.8	17
tt5963428	8.4	8
tt5963908	8.7	93
tt5964278	4.3	297
tt5964412	5.2	58
tt5965456	4.2	5
tt5966224	7.0	10
tt5966238	6.8	18
tt5966242	8.2	41
tt5966350	6.2	83
tt5966600	6.1	373
tt5966750	6.6	793
tt5967066	5.5	24
tt5968008	7.0	46
tt5968274	6.6	12705
tt5969404	5.6	415
tt5969618	6.6	5
tt5969628	4.5	194
tt5969642	6.4	178
tt5969710	6.4	11
tt5969772	7.8	10
tt5969846	5.3	839
tt5970010	5.6	14
tt5970252	7.8	20
tt5970290	7.2	131
tt5970928	5.6	122
tt5971892	6.0	22
tt5972292	6.8	981
tt5972412	5.6	18
tt5972780	5.3	481
tt5973032	6.4	3230
tt5973364	4.7	1890
tt5973370	7.7	21
tt5973508	5.7	103
tt5973706	8.5	6
tt5973882	5.3	9
tt5974030	4.3	3555
tt5974044	5.7	331
tt5974050	5.0	333
tt5974052	2.8	292
tt5974362	6.7	30
tt5974374	5.5	218
tt5974388	7.3	2652
tt5974402	6.8	629
tt5974422	6.8	172
tt5974454	6.6	52
tt5974460	6.6	711
tt5974624	6.7	214
tt5974944	7.9	14
tt5975068	6.4	55
tt5975248	6.6	32
tt5975354	5.1	1166
tt5976860	7.4	64
tt5977276	6.3	18548
tt5978194	6.7	404
tt5978478	6.9	16
tt5978724	6.5	3714
tt5978754	5.8	48
tt5978766	5.0	6
tt5978822	6.0	541
tt5979312	5.9	590
tt5979406	5.3	159
tt5979556	6.7	88
tt5979920	7.9	892
tt5980412	7.9	19
tt5980746	4.0	157
tt5980788	6.5	93
tt5980798	6.5	988
tt5980818	3.7	15
tt5981304	6.3	936
tt5981366	8.5	31
tt5981616	5.6	92
tt5981656	7.0	44
tt5982216	6.4	7
tt5982852	7.2	23046
tt5982922	4.4	100
tt5983262	7.9	1785
tt5983362	5.9	32
tt5983404	4.2	13
tt5984662	6.3	49
tt5984694	6.2	141
tt5984744	5.6	360
tt5984856	5.7	23
tt5985052	5.3	1003
tt5985820	5.4	801
tt5985952	5.8	142
tt5986010	4.2	24
tt5986204	7.6	9
tt5986246	6.4	440
tt5987374	4.3	121
tt5987402	6.6	4539
tt5987700	5.8	350
tt5987992	6.7	328
tt5988012	5.0	50
tt5988204	5.6	80
tt5988216	5.5	501
tt5988246	6.3	32
tt5988572	3.8	76
tt5988680	5.3	58
tt5988898	6.1	198
tt5989218	6.9	18572
tt5989220	6.5	2000
tt5989394	7.0	1255
tt5989702	7.4	7
tt5990050	4.6	5
tt5990174	4.1	50
tt5990342	6.5	6684
tt5990444	4.3	1374
tt5990474	7.2	15164
tt5990866	7.7	10
tt5990926	6.8	153
tt5990956	4.9	381
tt5991138	6.6	311
tt5991206	6.5	1254
tt5991264	6.8	23
tt5991290	7.2	17
tt5991410	5.3	1680
tt5991948	5.4	909
tt5991974	7.1	671
tt5992114	3.5	232
tt5993068	5.9	52
tt5993456	4.7	421
tt5993468	2.9	46
tt5993748	6.2	216
tt5993854	6.8	5
tt5994086	5.0	21
tt5994166	5.5	3320
tt5994486	4.9	49
tt5994822	6.5	31
tt5994834	4.2	106
tt5994866	8.6	8
tt5994872	6.4	22
tt5994874	5.6	17
tt5995448	4.1	65
tt5996202	7.4	3352
tt5997666	5.3	19366
tt5997866	8.4	21
tt5997928	7.1	2011
tt5998246	3.9	11
tt5999174	5.3	735
tt5999382	5.5	1273
tt5999530	6.2	1977
tt5999588	5.4	220
tt5999770	7.1	521
tt6000140	5.5	276
tt6000570	4.4	192
tt6000700	6.0	7
tt6000744	6.1	381
tt6000786	7.6	14
tt6001712	6.1	56
tt6001878	6.5	86
tt6001910	4.6	34
tt6001966	7.9	7
tt6002024	6.1	12
tt6002232	7.5	8496
tt6003368	4.3	7615
tt6003660	4.4	139
tt6004360	7.0	13
tt6005118	4.7	32
tt6005206	3.4	739
tt6006456	6.4	59
tt6006696	6.8	106
tt6007398	6.0	500
tt6008602	5.4	14
tt6009102	7.0	139
tt6009140	6.2	3385
tt6010530	8.3	18
tt6010610	6.4	5
tt6010628	6.1	7999
tt6010806	4.9	56
tt6010828	6.5	275
tt6010936	3.1	33
tt6011096	5.3	7
tt6011310	7.1	55
tt6011390	7.8	12
tt6011562	7.9	10
tt6011710	6.0	6
tt6012380	6.6	3341
tt6012410	6.3	198
tt6012446	6.2	1133
tt6012684	5.2	121
tt6012742	4.1	190
tt6012754	6.2	90
tt6012792	5.6	327
tt6013156	4.7	1778
tt6013182	4.5	92
tt6013186	3.8	139
tt6013886	4.8	76
tt6013892	5.6	46
tt6014370	6.4	76
tt6014442	5.2	15
tt6014904	5.1	2472
tt6015290	6.8	6
tt6015302	7.1	22
tt6015326	7.2	34
tt6015410	6.5	27
tt6015498	6.5	193
tt6015822	5.3	51
tt6016012	6.6	509
tt6016064	7.6	10
tt6016458	8.6	5
tt6016672	4.1	101
tt6016710	6.2	733
tt6017312	5.6	228
tt6017404	6.3	6
tt6017926	3.6	249
tt6018082	8.1	27
tt6018306	6.9	23478
tt6018642	6.4	224
tt6019406	6.7	15
tt6019688	6.2	24
tt6019978	5.6	18
tt6020104	6.2	455
tt6020486	7.5	668
tt6020564	8.0	6
tt6021386	5.9	16
tt6021478	6.2	2955
tt6021632	7.1	16
tt6021694	4.8	97
tt6021856	5.0	15
tt6021860	4.6	181
tt6022564	3.0	15
tt6022810	5.8	25
tt6022872	5.9	8
tt6022946	5.0	165
tt6023004	7.4	7
tt6023388	2.8	12
tt6023632	8.4	5
tt6023790	5.2	317
tt6023800	5.1	274
tt6024062	5.5	53
tt6024646	7.2	55
tt6024768	6.4	456
tt6025212	8.2	33
tt6025224	4.8	463
tt6025626	5.5	16
tt6026014	4.2	373
tt6026640	5.6	36
tt6026940	6.1	34
tt6026968	6.0	6
tt6027102	4.6	57
tt6027372	6.8	5
tt6027448	7.2	59
tt6027490	6.7	56
tt6028234	1.2	77
tt6028328	5.4	11
tt6028620	6.8	1379
tt6028638	6.3	55
tt6028796	7.1	472
tt6029056	4.0	5
tt6029106	5.4	246
tt6029146	5.9	91
tt6029216	1.9	139
tt6029350	6.1	169
tt6029714	7.2	298
tt6029724	6.4	46
tt6029796	5.8	91
tt6030258	2.3	27
tt6030996	4.4	42
tt6032076	8.3	44
tt6032290	8.8	8
tt6032376	6.8	145
tt6032566	5.8	66
tt6032670	6.7	10
tt6032708	8.2	6
tt6032718	5.5	81
tt6032834	4.4	176
tt6032878	5.4	381
tt6033008	6.5	17
tt6033356	7.4	7
tt6033536	5.8	391
tt6034002	6.8	74
tt6034028	6.0	97
tt6034550	6.9	435
tt6034718	8.8	13
tt6034774	2.3	394
tt6034940	6.8	1248
tt6034966	6.4	258
tt6035470	7.2	476
tt6035564	7.9	32
tt6036204	6.7	6
tt6036428	3.4	15
tt6037020	5.8	11
tt6037254	9.2	6
tt6037818	5.8	52
tt6037866	6.8	94
tt6038042	5.7	1721
tt6038114	5.0	131
tt6038168	6.8	277
tt6038410	3.2	10
tt6038600	1.1	38164
tt6039294	5.9	199
tt6039372	5.9	866
tt6039442	6.7	105
tt6039606	5.2	17
tt6039790	8.4	13
tt6039800	6.8	5
tt6040662	6.7	11812
tt6040788	7.3	9
tt6040806	6.7	974
tt6041030	7.2	1682
tt6041312	5.7	301
tt6041362	5.5	717
tt6041458	5.5	744
tt6042062	6.5	262
tt6042392	5.5	590
tt6042446	3.9	2122
tt6042588	7.4	30
tt6042648	8.8	41
tt6042794	6.1	49
tt6043072	5.2	1352
tt6043124	6.2	26
tt6043298	5.2	49
tt6043842	6.1	11
tt6044548	6.3	53
tt6044614	6.1	23
tt6045466	6.1	6634
tt6045540	6.8	85
tt6045752	6.6	172
tt6045964	8.9	27
tt6046062	4.3	148
tt6046212	5.6	1147
tt6046314	5.5	2962
tt6046754	6.2	621
tt6047120	7.5	965
tt6047260	8.6	7
tt6047280	6.0	102
tt6047298	6.0	3445
tt6047388	7.2	137
tt6047482	6.1	520
tt6047658	7.1	9
tt6047852	5.7	333
tt6048070	8.5	36
tt6048582	6.9	817
tt6048638	5.8	372
tt6048706	3.1	136
tt6048828	4.8	363
tt6048930	5.4	17985
tt6048936	5.3	137
tt6050396	6.0	169
tt6050668	4.7	132
tt6051042	7.6	38
tt6051052	7.0	110
tt6051292	4.8	10
tt6051312	6.0	34
tt6051328	6.9	35
tt6051424	3.5	183
tt6051918	5.3	86
tt6052020	4.5	39
tt6052206	4.4	131
tt6052328	1.6	8
tt6052790	8.3	6
tt6053438	7.1	50161
tt6053440	6.7	3109
tt6053938	6.1	2543
tt6053948	6.9	3150
tt6054290	7.4	2199
tt6054510	7.7	17
tt6054650	5.9	992
tt6054710	5.4	419
tt6054758	8.4	4780
tt6054910	6.7	59
tt6055754	5.2	56
tt6055958	7.1	33
tt6056072	6.5	33
tt6056644	6.5	879
tt6056888	6.2	22
tt6057032	7.0	2301
tt6057204	6.8	18
tt6057540	8.7	7
tt6057574	7.3	40
tt6058394	5.9	1636
tt6058448	9.1	29
tt6058850	4.5	64
tt6059074	6.7	2828
tt6060144	5.3	35
tt6060156	6.8	15935
tt6060874	6.4	18
tt6060960	6.7	341
tt6061074	6.4	2047
tt6061364	8.1	225
tt6061558	7.0	283
tt6062422	4.3	12
tt6062606	6.5	86
tt6063090	6.6	11710
tt6063648	5.4	78
tt6063866	5.1	186
tt6064378	6.3	204
tt6064520	4.7	276
tt6064744	7.7	12
tt6065246	3.1	216
tt6065846	7.0	10
tt6065974	6.2	22
tt6066012	6.6	73
tt6066078	7.2	31
tt6066170	7.8	70
tt6066280	4.8	222
tt6066538	6.9	211
tt6066696	6.9	31
tt6066948	6.9	61
tt6066958	4.8	69
tt6067104	6.5	128
tt6067428	6.4	101
tt6068730	4.1	9
tt6068756	7.6	41
tt6068788	7.5	41
tt6068960	7.6	5200
tt6069126	5.9	1955
tt6069162	4.5	1351
tt6069264	5.1	1749
tt6069422	5.6	73
tt6069442	5.6	317
tt6069520	3.9	132
tt6069668	6.5	501
tt6069908	4.5	66
tt6070530	4.2	407
tt6070832	5.9	93
tt6071040	4.6	88
tt6071084	4.7	410
tt6071092	5.0	171
tt6071168	6.5	95
tt6071568	7.1	21
tt6071620	3.3	7
tt6071704	5.0	18
tt6071752	3.7	417
tt6072388	6.7	30
tt6072604	7.3	98
tt6072662	5.4	125
tt6073014	8.1	391
tt6073544	6.5	11
tt6073960	6.0	79
tt6074024	4.4	449
tt6074202	5.5	440
tt6074542	7.1	8
tt6074820	6.1	277
tt6074834	8.0	169
tt6074938	5.0	23
tt6075366	4.5	345
tt6075688	3.2	70
tt6075750	3.9	15
tt6075764	5.7	247
tt6075948	5.5	40
tt6076004	5.1	109
tt6076366	8.1	2426
tt6076468	8.4	47
tt6077176	6.7	89
tt6077620	7.0	6
tt6077910	8.6	11
tt6078194	8.3	84
tt6078304	6.3	59
tt6078346	5.8	152
tt6078840	7.0	2164
tt6079186	6.7	179
tt6079702	4.8	394
tt6080004	5.5	17
tt6080460	5.8	33
tt6081412	7.2	45
tt6081436	8.0	6
tt6081620	5.5	16
tt6081632	5.7	1042
tt6081670	5.8	4812
tt6082222	5.3	1938
tt6082738	7.8	31
tt6082818	5.3	359
tt6083230	7.2	2139
tt6083534	6.5	537
tt6083734	7.6	5
tt6084202	7.6	3067
tt6084472	6.3	648
tt6084548	5.1	21
tt6084604	3.9	31
tt6084676	5.8	190
tt6084816	3.6	16
tt6084880	5.8	45
tt6085026	5.9	15
tt6085308	5.7	530
tt6085412	2.9	351
tt6085482	6.6	537
tt6085676	7.4	17
tt6085872	6.1	1145
tt6086080	4.0	1211
tt6086094	6.2	41
tt6086432	6.7	13
tt6086442	6.4	73
tt6086690	8.0	5
tt6086714	4.0	168
tt6087058	5.3	256
tt6087086	6.4	266
tt6087632	7.4	42
tt6087662	5.6	57
tt6088258	5.5	29
tt6088370	6.5	101
tt6088456	6.5	237
tt6088584	6.9	7
tt6088634	6.2	228
tt6089458	4.7	235
tt6089700	3.6	2048
tt6090764	5.6	63
tt6091368	5.2	94
tt6091450	7.9	18
tt6091462	6.2	138
tt6091936	6.5	880
tt6092354	6.2	36
tt6092924	4.9	32
tt6093428	6.6	61
tt6093618	5.9	812
tt6093904	9.0	9
tt6094746	5.6	270
tt6094760	6.2	809
tt6094944	6.9	255
tt6094986	3.7	19
tt6095004	6.8	480
tt6095056	6.4	56
tt6095072	6.4	17
tt6095090	4.7	2482
tt6095486	4.8	210
tt6095616	7.3	4331
tt6095722	4.0	225
tt6095808	4.9	521
tt6095976	7.0	39
tt6095988	5.2	12
tt6096128	7.2	554
tt6096190	4.8	167
tt6096192	6.7	32
tt6096194	5.2	479
tt6096212	7.8	37
tt6096254	4.5	40
tt6096296	7.8	89
tt6096308	5.2	963
tt6096338	5.6	27
tt6096414	5.6	38
tt6096490	6.7	15
tt6096500	5.4	642
tt6096528	5.4	211
tt6096542	6.7	114
tt6096562	5.7	268
tt6096884	7.0	1490
tt6096930	8.3	7
tt6096948	6.0	512
tt6097248	6.2	55
tt6097278	5.3	286
tt6097284	5.8	10
tt6097486	5.2	34
tt6097524	6.9	15
tt6097798	6.3	14406
tt6097918	7.0	2328
tt6098134	3.3	271
tt6098154	6.6	53
tt6098208	6.9	47
tt6098416	5.2	489
tt6098464	5.9	34
tt6098486	4.4	246
tt6098518	8.2	6
tt6098788	5.3	6
tt6098792	6.7	51
tt6098794	4.1	381
tt6099304	7.2	12
tt6099308	7.9	7
tt6099400	7.9	32
tt6099438	5.8	73
tt6099462	4.8	44
tt6099554	6.7	120
tt6099884	5.8	14
tt6100122	6.0	376
tt6100286	6.2	305
tt6100336	5.6	65
tt6101284	7.5	21
tt6101516	4.7	51
tt6101602	6.4	3555
tt6101820	6.9	12746
tt6102000	7.5	28
tt6102268	4.6	17
tt6102396	6.3	2615
tt6103318	5.7	186
tt6103702	7.0	665
tt6103962	6.7	170
tt6104188	5.8	106
tt6104268	7.4	1976
tt6105150	2.9	19
tt6105430	6.4	31
tt6105714	7.1	15
tt6106494	6.0	303
tt6106722	6.1	25
tt6106802	5.9	292
tt6106980	5.3	165
tt6107102	6.9	109
tt6107404	4.3	47
tt6107412	4.7	239
tt6107516	6.8	404
tt6107548	6.5	31695
tt6107572	6.1	56
tt6107630	5.5	105
tt6107666	5.3	92
tt6107796	5.4	459
tt6108024	7.0	9
tt6108090	7.8	21949
tt6108178	6.6	26612
tt6108486	5.2	72
tt6108558	8.1	60
tt6108968	5.9	8
tt6109202	7.1	11
tt6109502	6.7	786
tt6109852	6.8	10
tt6109862	5.8	86
tt6110708	5.9	73
tt6111144	7.4	72
tt6111634	7.5	62
tt6111842	3.4	7
tt6112234	7.7	86
tt6112534	5.9	123
tt6112922	6.3	40
tt6113122	4.8	2310
tt6113228	4.0	21
tt6113666	7.3	15
tt6114092	6.0	8
tt6114940	6.2	940
tt6115284	6.0	28
tt6115392	5.6	201
tt6116766	3.5	11
tt6117088	5.5	291
tt6117158	6.8	130
tt6117240	5.4	8
tt6117824	5.2	445
tt6118034	5.3	27
tt6118214	7.8	43
tt6118258	6.8	338
tt6118296	5.4	79
tt6118366	7.2	96
tt6118432	6.4	22
tt6118442	8.4	42
tt6118732	6.1	229
tt6119504	5.2	5839
tt6119856	6.4	8575
tt6120312	8.9	9
tt6120498	8.9	16
tt6120548	8.1	791
tt6120732	7.4	120
tt6120824	6.3	15
tt6121428	6.4	775
tt6121432	6.9	118
tt6121444	6.4	3150
tt6121536	5.3	24
tt6121564	6.3	229
tt6121592	5.6	25
tt6122306	6.2	201
tt6122540	7.1	230
tt6122702	6.4	5
tt6123206	6.9	383
tt6123210	7.1	64
tt6125438	3.8	70
tt6125690	6.8	1933
tt6126006	6.4	137
tt6126196	5.3	149
tt6126294	5.8	2105
tt6126346	6.0	2339
tt6126428	4.2	1080
tt6126442	5.8	11
tt6126506	4.0	213
tt6126550	5.6	40
tt6127016	6.6	38
tt6127024	6.9	780
tt6128124	7.5	58
tt6128192	5.8	16
tt6128244	6.8	8
tt6128708	8.0	21
tt6128782	7.3	479
tt6128848	6.4	139
tt6128878	5.8	70
tt6129010	4.1	8
tt6129026	5.8	24
tt6129048	5.7	402
tt6129128	6.4	198
tt6129232	7.3	1537
tt6129286	6.1	146
tt6129358	7.1	105
tt6129730	6.8	469
tt6130118	2.7	143
tt6130920	6.3	23
tt6131088	8.8	6
tt6131126	4.7	210
tt6131208	6.5	399
tt6131328	1.8	41
tt6131386	3.2	350
tt6131672	6.4	63
tt6131680	5.2	8
tt6131712	5.0	1468
tt6131982	7.6	22
tt6132250	6.4	982
tt6132410	6.4	96
tt6132648	5.9	103
tt6132770	8.2	8
tt6133048	2.9	250
tt6133146	6.4	117
tt6133412	5.3	71
tt6133482	2.6	58
tt6133700	7.0	16
tt6133764	6.9	178
tt6133806	6.5	1089
tt6133818	4.5	11
tt6134214	5.5	58
tt6135036	7.2	710
tt6135042	6.7	719
tt6135054	6.1	71
tt6135072	7.7	67
tt6135094	6.5	61
tt6135096	6.7	41
tt6135348	7.4	13936
tt6135402	7.9	47
tt6135410	6.2	105
tt6135692	8.2	25
tt6135828	5.6	21
tt6135920	5.9	55
tt6136164	5.5	148
tt6136270	6.1	25
tt6136484	7.0	5
tt6136616	2.2	315
tt6136778	6.0	2209
tt6136926	4.0	90
tt6137010	8.2	19
tt6137056	2.4	113
tt6137186	3.8	113
tt6137734	6.4	2763
tt6137968	6.3	17
tt6138226	8.4	7
tt6138400	5.2	682
tt6138688	5.2	1257
tt6138706	6.2	447
tt6138770	6.0	15
tt6139414	6.2	8
tt6139494	5.1	169
tt6139606	8.3	30
tt6139764	8.6	30
tt6139906	6.6	10
tt6140354	5.4	40
tt6140580	5.7	867
tt6140792	8.0	20
tt6141132	8.4	5
tt6141166	4.4	18
tt6141374	7.2	410
tt6141472	8.2	9
tt6141686	3.0	11
tt6142146	5.1	40
tt6142496	5.9	3798
tt6142574	7.0	11
tt6143166	7.4	13
tt6143238	3.9	9
tt6143422	8.1	988
tt6143982	8.3	59
tt6143998	7.0	130
tt6144092	6.9	264
tt6144256	6.8	19
tt6144460	5.9	86
tt6144532	5.5	44
tt6144536	6.4	970
tt6144666	5.9	99
tt6144762	5.8	1300
tt6144958	7.5	717
tt6145072	7.3	21
tt6145190	3.1	11
tt6145612	6.2	169
tt6145764	5.5	516
tt6145866	7.4	14
tt6146080	5.8	137
tt6146394	7.3	47
tt6147260	6.1	1320
tt6147512	6.4	603
tt6147514	5.5	482
tt6147558	5.4	16
tt6147602	6.7	58
tt6147736	5.2	63
tt6147954	5.8	332
tt6148090	6.7	752
tt6148116	7.5	11
tt6148766	6.4	234
tt6148782	6.4	320
tt6148882	5.4	311
tt6149154	5.9	8187
tt6149390	6.4	16
tt6149464	4.7	192
tt6149662	5.5	12
tt6149802	5.8	558
tt6149804	6.7	35
tt6149820	5.7	79
tt6149962	8.2	5
tt6150000	4.3	28
tt6150014	7.5	8
tt6150050	6.4	34
tt6150202	6.4	82
tt6150238	6.3	373
tt6150788	4.8	43
tt6150826	6.4	39
tt6150942	6.3	966
tt6150962	5.8	187
tt6151048	3.6	145
tt6151110	5.2	18
tt6151224	8.2	49
tt6151324	7.8	5
tt6151414	5.2	15
tt6151592	6.0	27
tt6151714	6.5	1267
tt6151774	4.2	216
tt6151932	6.6	8
tt6152546	6.7	226
tt6153538	6.2	1127
tt6153924	6.4	75
tt6154708	6.2	59
tt6154710	5.2	21
tt6154834	6.0	78
tt6155172	7.7	145134
tt6155194	5.4	2442
tt6155456	6.0	2155
tt6155958	7.2	83
tt6155960	5.9	187
tt6156136	1.9	135
tt6156138	7.3	2267
tt6156260	5.1	9
tt6156272	7.7	23
tt6156498	5.4	38
tt6157274	3.9	25
tt6157294	6.5	659
tt6157502	7.2	72
tt6157724	5.7	23
tt6157776	7.2	40
tt6157780	6.7	72
tt6158692	5.2	833
tt6159156	5.6	153
tt6159520	6.9	424
tt6159738	7.6	7
tt6160504	4.5	364
tt6160932	6.4	195
tt6161300	6.3	208
tt6162716	6.9	33
tt6162762	5.6	145
tt6162808	8.2	1430
tt6163094	5.6	84
tt6163142	5.8	375
tt6164210	7.3	25
tt6164254	7.5	77
tt6164432	4.2	294
tt6164502	7.2	4344
tt6164698	5.5	360
tt6164762	6.4	1428
tt6165342	4.4	207
tt6165466	6.9	264
tt6165792	6.4	1523
tt6166196	7.2	57
tt6166228	9.4	5
tt6166320	5.9	88
tt6166446	5.0	21
tt6166464	8.1	20
tt6166732	6.2	113
tt6166784	7.5	10
tt6166804	7.3	41
tt6166946	7.3	6
tt6166990	7.2	173
tt6167014	7.4	1491
tt6167076	9.0	5
tt6167566	6.4	14
tt6167646	5.1	55
tt6168002	6.2	1401
tt6168136	5.8	31
tt6168298	7.7	2178
tt6168348	8.5	14
tt6168418	5.4	11
tt6168914	5.9	300
tt6169694	5.7	8418
tt6169720	6.3	24
tt6169726	9.3	9
tt6169798	8.2	637
tt6169920	6.7	497
tt6170048	5.9	8
tt6170060	3.3	34
tt6170202	6.4	400
tt6170820	8.2	29
tt6170868	7.2	35
tt6172304	6.5	34
tt6173020	6.5	220
tt6173378	7.3	71
tt6173418	6.1	40
tt6173484	6.6	1588
tt6173712	3.5	245
tt6173826	5.4	1775
tt6173990	7.3	11939
tt6174226	4.4	147
tt6174890	6.5	276
tt6175086	5.5	277
tt6175234	7.1	571
tt6175308	8.8	8
tt6175402	8.6	99
tt6175496	6.4	23
tt6175820	7.0	2797
tt6177350	6.8	19
tt6177412	5.6	7
tt6177424	6.3	60
tt6177452	5.0	33
tt6177820	6.4	7
tt6178162	7.7	12
tt6178388	6.0	97
tt6178546	6.8	68
tt6179276	6.5	84
tt6179330	4.9	24
tt6180006	5.9	22
tt6180106	6.1	57
tt6180144	6.7	38
tt6180656	8.1	32
tt6180770	5.9	89
tt6180842	6.3	471
tt6182402	5.8	100
tt6183104	4.7	269
tt6183180	6.3	67
tt6183384	7.1	22
tt6183434	5.8	45
tt6183580	6.6	192
tt6184120	4.4	111
tt6184194	4.8	324
tt6185266	4.2	200
tt6185692	5.3	434
tt6185752	9.4	16
tt6185776	4.1	28
tt6186068	5.4	82
tt6186430	7.7	489
tt6186442	6.3	52
tt6186752	6.2	9
tt6186878	5.8	6
tt6186940	5.2	982
tt6187134	6.0	605
tt6187474	6.7	10
tt6187620	4.1	296
tt6188518	3.8	447
tt6189344	6.8	1347
tt6189372	4.0	174
tt6189880	6.5	137
tt6190036	5.9	92
tt6190128	8.3	17
tt6190198	6.2	987
tt6190348	6.6	980
tt6190356	7.6	183
tt6191132	5.6	5
tt6192896	5.6	10
tt6193302	5.6	27
tt6193454	6.2	2446
tt6193466	8.4	7
tt6193470	3.8	230
tt6193572	5.5	571
tt6193812	3.9	143
tt6193992	6.8	33
tt6194520	5.7	800
tt6194530	6.7	2131
tt6194538	4.7	341
tt6194540	5.7	315
tt6194704	5.5	164
tt6194984	7.7	1020
tt6195076	8.0	6
tt6195094	6.4	25892
tt6195444	6.3	49
tt6195904	5.4	86
tt6196406	5.5	48
tt6196754	6.8	441
tt6197022	6.2	487
tt6197094	5.6	1091
tt6197404	8.6	10
tt6197460	5.5	31
tt6197848	5.7	352
tt6198058	5.1	85
tt6198246	3.8	859
tt6198840	7.0	24
tt6198946	5.7	16608
tt6199818	5.9	56
tt6200604	6.0	436
tt6201972	7.0	7
tt6202264	7.4	7
tt6202690	5.7	76
tt6203324	5.1	23
tt6204184	7.1	174
tt6204874	5.4	574
tt6204946	6.3	6
tt6205538	5.0	52
tt6205946	5.9	77
tt6206180	6.8	30
tt6206204	7.2	58
tt6206240	4.5	261
tt6206318	7.7	12
tt6206564	7.6	11232
tt6206820	3.9	28
tt6206834	5.8	83
tt6206880	6.7	254
tt6207040	6.6	89
tt6207386	5.6	7
tt6207596	6.6	152
tt6207634	5.8	123
tt6207878	7.2	4654
tt6207956	6.2	745
tt6207962	4.7	140
tt6208096	4.5	10
tt6208104	6.9	1986
tt6208132	6.1	23
tt6208138	4.8	186
tt6208374	5.5	275
tt6208828	5.3	35
tt6208950	7.5	104
tt6209470	6.2	1842
tt6209534	4.7	197
tt6209540	4.4	39
tt6209546	7.5	24
tt6209662	4.6	73
tt6209672	8.7	35
tt6209808	7.1	8
tt6209994	3.9	83
tt6210064	8.6	24
tt6210082	8.3	9
tt6210126	5.8	166
tt6210526	5.6	5
tt6210560	6.4	7
tt6210806	4.2	34
tt6210808	7.2	941
tt6210874	5.9	111
tt6210944	2.2	5
tt6210996	5.1	8127
tt6211060	6.3	63
tt6211418	5.1	377
tt6211472	6.5	12
tt6211480	5.5	584
tt6211490	7.5	30
tt6211506	5.3	236
tt6211538	4.7	1922
tt6211748	6.7	33
tt6212136	5.2	651
tt6212476	5.8	563
tt6212496	6.3	2933
tt6212586	6.9	21
tt6213004	6.5	47
tt6213036	6.1	1840
tt6213262	7.5	11
tt6213284	6.9	3277
tt6213294	3.9	329
tt6213362	6.7	1977
tt6213384	5.0	7
tt6213752	8.0	9
tt6213758	4.3	228
tt6213794	4.9	451
tt6213802	5.5	200
tt6213822	6.1	424
tt6213850	5.6	430
tt6213880	6.1	571
tt6213952	6.0	672
tt6214084	7.7	4496
tt6214294	4.6	126
tt6214656	3.8	12
tt6214706	3.2	52
tt6214734	6.6	382
tt6215104	7.7	26
tt6215208	5.0	1573
tt6215352	5.3	262
tt6215376	5.8	349
tt6215428	5.6	51
tt6215446	5.3	501
tt6215590	5.3	158
tt6215660	6.9	24
tt6215786	6.7	20
tt6215910	5.0	2873
tt6216428	6.5	13
tt6217126	8.2	13
tt6217306	6.3	46043
tt6217564	5.2	3448
tt6217608	7.5	16363
tt6217648	4.8	137
tt6217672	6.5	407
tt6217706	5.2	564
tt6217724	5.7	680
tt6217748	4.9	385
tt6217804	3.8	4253
tt6217958	5.8	33
tt6218358	6.8	24292
tt6218374	5.6	291
tt6218440	5.1	380
tt6218548	5.6	106
tt6218712	3.3	26
tt6218740	3.1	81
tt6218760	6.5	560
tt6218768	5.3	56
tt6218794	5.9	365
tt6218996	6.0	137
tt6219148	8.2	12
tt6219314	6.2	1921
tt6219508	7.5	12
tt6219544	8.7	6
tt6219800	8.5	147
tt6219954	7.0	6
tt6219974	5.5	431
tt6220002	5.8	74
tt6220056	4.8	49
tt6221000	7.3	1687
tt6221088	5.2	13
tt6221254	6.1	152
tt6221540	3.5	631
tt6221930	5.1	64
tt6221946	1.1	25
tt6221974	1.2	26
tt6222996	4.8	194
tt6223030	7.6	81
tt6223432	6.7	7
tt6223568	5.8	12
tt6223806	6.8	4185
tt6223932	6.6	38
tt6224010	2.5	122
tt6224426	8.9	7
tt6224508	5.7	85
tt6224580	4.4	191
tt6224632	5.4	107
tt6224676	5.4	285
tt6224750	4.4	42
tt6224832	5.4	56
tt6225300	6.1	8
tt6225534	4.1	730
